5;Giloux, Brest;-1;05h49;06h19;06h37;06h54;07h13;07h26
5;Chapalain, Brest;-1;05h50;06h20;06h38;06h55;07h14;07h27
5;Place des FFI, Brest;-1;05h50;06h20;06h38;06h55;07h15;07h28
5;Place De Bretagne, Brest;-1;05h51;06h21;06h39;06h57;07h16;07h29
5;Pen-ar-menez, Brest;-1;05h52;06h22;06h40;06h58;07h17;07h31
5;Croix Rouge, Brest;-1;05h53;06h23;06h41;06h59;07h18;07h32
5;Jules Lesven, Brest;-1;05h55;06h25;06h43;07h01;07h20;07h35
5;Kerichen Lesven, Brest;-1;05h56;06h26;06h44;07h02;07h22;07h37
5;4 Chemins, Brest;-1;05h56;06h26;06h44;07h02;07h23;07h38
5;Choiseul, Brest;-1;05h57;06h27;06h45;07h03;07h23;07h38
5;Dourjacq, Brest;-1;05h58;06h28;06h46;07h04;07h25;07h40
5;Villeneuve, Brest;-1;05h59;06h29;06h47;07h05;07h26;07h41
5;Coulomb, Brest;-1;06h00;06h30;06h48;07h06;07h27;07h42
5;Kergonan, Brest;-1;06h01;06h31;06h49;07h07;07h29;07h44
5;Pont Neuf, Brest;-1;06h02;06h32;06h50;07h08;07h30;07h45
5;Kerbernard, Brest;-1;06h03;06h33;06h51;07h09;07h31;07h46
5;Coq Hardi, Brest;-1;06h04;06h34;06h52;07h10;07h32;07h47
5;Pen ar Creach, Brest;-1;06h05;06h35;06h53;07h11;07h33;07h48
5;Strasbourg (rte de Paris), Brest;-1;06h05;06h35;06h53;07h11;07h33;07h48
5;Strasbourg (valmy), Brest;-1;06h06;06h36;06h54;07h12;07h34;07h49
5;Lyautey, Brest;-1;06h07;06h37;06h55;07h13;07h35;07h50
5;Rodin, Brest;-1;06h07;06h37;06h55;07h14;07h36;07h51
5;Guynemer, Brest;-1;06h08;06h38;06h56;07h15;07h37;07h52
5;Guelmeur Eglise, Brest;-1;06h09;06h39;06h57;07h16;07h38;07h53
5;D'estienne D'orves, Brest;-1;06h10;06h40;06h58;07h17;07h39;07h54
5;Forestou, Brest;-1;06h11;06h41;06h59;07h18;07h40;07h55
5;Sané, Brest;-1;06h12;06h42;07h00;07h20;07h42;07h57
5;République, Brest;-1;06h13;06h43;07h01;07h21;07h43;07h58
5;Gambetta gare, Brest;-1;06h14;06h44;07h02;07h22;07h44;07h59
5;Liberté Quartz, Brest;-1;06h15;06h45;07h03;07h23;07h45;08h00
5;Multiplexe, Brest;-1;06h16;06h46;07h04;07h24;07h46;08h01
5;Caf, Brest;-1;06h17;06h47;07h05;07h25;07h47;08h02
5;Portzmoguer, Brest;-1;06h18;06h48;07h06;07h26;07h48;08h03
5;Boulogne, Brest;-1;06h19;06h49;07h07;07h27;07h49;08h04
5;Ségur, Brest;-1;06h21;06h51;07h09;07h29;07h51;08h06
5;Bouguen, Brest;-1;06h22;06h52;07h10;07h31;07h53;08h08
5;Kermenguy, Brest;-1;06h23;06h53;07h11;07h32;07h54;08h09
5;Duc D'aumale, Brest;-1;06h24;06h54;07h12;07h33;07h55;08h10
5;Kergoat, Brest;-1;06h25;06h55;07h13;07h34;07h56;08h11
5;Garnier, Brest;-1;06h26;06h56;07h14;07h35;07h57;08h12
5;Clauzel, Brest;-1;06h26;06h56;07h14;07h36;07h58;08h13
5;Normandie, Brest;-1;06h27;06h57;07h15;07h37;07h59;08h14
5;Patinoire, Brest;-1;06h28;06h58;07h16;07h38;08h00;08h15
5;Vendée, Brest;-1;06h29;06h59;07h17;07h39;08h01;08h16
5;Saintonge, Brest;-1;06h30;07h00;07h18;07h40;08h02;08h17
5;Berry, Brest;-1;06h31;07h01;07h19;07h41;08h03;08h18
5;Dauphiné, Brest;-1;06h31;07h01;07h19;07h41;08h03;08h18
5;Gascogne, Brest;-1;06h32;07h02;07h20;07h42;08h04;08h19
5;Provence, Brest;-1;06h33;07h03;07h21;07h43;08h05;08h20
6;Fort Montbarey, Brest;1;05h37;06h11;06h28;06h47;06h58;07h16
6;Gergotich, Brest;1;05h38;06h12;06h29;06h48;06h59;07h17
6;Thibaudet, Brest;1;05h39;06h13;06h30;06h49;07h00;07h18
6;Cocteau, Brest;1;05h39;06h13;06h30;06h50;07h01;07h19
6;Cruguel, Brest;1;05h40;06h14;06h31;06h50;07h01;07h20
6;Casabianca, Brest;1;05h40;06h14;06h31;06h51;07h02;07h20
6;De Nerval, Brest;1;05h41;06h15;06h32;06h52;07h03;07h22
6;Kernabat, Brest;1;05h42;06h16;06h33;06h53;07h04;07h23
6;Taine, Brest;1;05h43;06h17;06h34;06h53;07h04;07h23
6;Comte, Brest;1;05h43;06h17;06h34;06h54;07h05;07h24
6;Quilbignon, Brest;1;05h44;06h18;06h35;06h54;07h05;07h25
6;Pouléder, Brest;1;05h44;06h18;06h35;06h55;07h06;07h25
6;Stendhal, Brest;1;05h45;06h19;06h36;06h56;07h07;07h27
6;Kerargaouyat, Brest;1;05h46;06h20;06h37;06h57;07h08;07h27
6;Ypres, Brest;1;05h47;06h21;06h38;06h58;07h09;07h29
6;Ecole Navale, Brest;1;05h48;06h22;06h39;06h59;07h10;07h30
6;Mesdoun, Brest;1;05h49;06h23;06h40;07h00;07h11;07h31
6;Bourayne, Brest;1;05h49;06h23;06h40;07h00;07h12;07h32
6;Tartu, Brest;1;05h50;06h24;06h41;07h01;07h13;07h33
6;Emile Rousse, Brest;1;05h51;06h25;06h42;07h02;07h14;07h34
6;Coat Tan (bd de plymouth), Brest;1;05h53;06h27;06h44;07h04;07h16;07h36
6;Lanninguer, Brest;1;05h53;06h27;06h45;07h05;07h18;07h38
6;Mesnos, Brest;1;05h55;06h29;06h46;07h06;07h20;07h40
6;Feuillère, Brest;1;05h56;06h30;06h47;07h07;07h21;07h41
6;Demy, Brest;1;05h56;06h30;06h48;07h08;07h22;07h42
6;Wagner, Brest;1;05h57;06h31;06h49;07h09;07h23;07h43
